Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
male,0,yes,no,30,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,576.65,no
male,0,yes,yes,23,yes,fiber optic,yes,yes,yes,month-to-month,electronic check,99.85,2331.3,yes
male,0,yes,yes,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.5,74.5,yes
female,1,yes,no,44,yes,fiber optic,no,yes,yes,month-to-month,electronic check,104.15,4495.65,no
male,0,no,no,65,yes,fiber optic,no,yes,yes,month-to-month,electronic check,109.15,6941.2,yes
female,1,no,no,7,yes,dsl,yes,no,no,month-to-month,electronic check,48.2,340.35,no
male,1,no,no,72,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.1,1789.9,no
female,1,no,no,8,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),100.15,908.55,no
female,0,no,no,16,yes,dsl,no,no,no,month-to-month,credit card (automatic),65.2,1043.35,yes
male,1,yes,yes,66,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),99.5,6822.15,yes
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,mailed check,71.55,71.55,yes
male,0,no,yes,3,yes,dsl,yes,no,no,month-to-month,mailed check,55.9,157.55,no
male,0,yes,no,53,yes,fiber optic,yes,no,no,month-to-month,electronic check,93.9,5029.2,yes
male,1,yes,no,8,yes,dsl,no,yes,no,month-to-month,credit card (automatic),64.4,581.7,no
male,1,yes,no,69,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),108.4,7318.2,yes
female,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,mailed check,85.3,420.45,no
female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,mailed check,107.45,7576.7,no
female,0,yes,no,13,no,dsl,no,no,yes,month-to-month,bank transfer (automatic),48.75,633.4,yes
female,0,no,no,4,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.65,321.65,yes
female,0,yes,yes,54,yes,dsl,yes,yes,yes,two year,credit card (automatic),91.3,4965.0,no
male,0,yes,no,72,yes,dsl,no,yes,yes,two year,bank transfer (automatic),85.95,6151.9,no
male,0,no,no,12,yes,fiber optic,no,no,yes,month-to-month,electronic check,106.7,1253.9,yes
male,0,no,no,1,no,dsl,no,no,no,month-to-month,electronic check,25.15,25.15,yes
male,1,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,45.2,45.2,no
female,0,yes,no,54,yes,fiber optic,no,yes,yes,one year,electronic check,110.35,5893.15,yes
male,0,yes,yes,69,yes,fiber optic,no,no,no,two year,credit card (automatic),79.2,5420.65,no
female,0,no,no,48,yes,dsl,yes,no,no,two year,credit card (automatic),55.5,2627.35,no
female,0,yes,yes,48,yes,fiber optic,yes,no,yes,one year,credit card (automatic),103.25,5037.55,yes
female,0,yes,no,8,yes,fiber optic,no,yes,no,month-to-month,electronic check,90.25,743.75,no
male,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,mailed check,91.25,6589.6,no
male,0,no,no,2,yes,dsl,yes,no,no,month-to-month,electronic check,47.8,92.45,yes
male,0,yes,no,67,yes,fiber optic,yes,no,yes,one year,credit card (automatic),100.9,6733.15,no
male,0,yes,yes,34,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),97.7,3410.0,no
female,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,69.85,199.85,no
female,0,yes,yes,9,yes,dsl,no,yes,yes,one year,mailed check,65.6,593.3,no
male,0,yes,yes,71,yes,fiber optic,yes,no,yes,one year,bank transfer (automatic),104.65,7288.4,no
male,0,no,no,57,yes,fiber optic,no,yes,yes,two year,credit card (automatic),90.45,5229.8,no
male,0,no,no,72,no,dsl,yes,yes,yes,two year,bank transfer (automatic),63.7,4464.8,no
female,1,yes,yes,48,yes,fiber optic,yes,yes,yes,month-to-month,electronic check,104.5,5068.05,no
male,0,no,no,18,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.1,401.85,no
male,0,yes,yes,43,yes,fiber optic,no,yes,yes,one year,credit card (automatic),104.3,4451.85,no
female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),93.25,6688.95,no
male,0,yes,yes,35,yes,dsl,no,yes,yes,one year,bank transfer (automatic),73.45,2661.1,no
male,0,no,no,4,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.7,73.05,no
female,0,yes,yes,49,yes,no,no internet service,no internet service,no internet service,two year,mailed check,25.25,1211.65,no
female,0,yes,yes,71,yes,fiber optic,yes,no,yes,two year,bank transfer (automatic),100.5,7030.65,no
male,0,yes,yes,11,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.6,1020.2,no
male,0,yes,yes,63,yes,dsl,yes,yes,yes,two year,credit card (automatic),89.4,5597.65,no
female,1,no,no,65,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),95.45,6223.3,no
female,0,no,yes,49,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.45,1024.65,no
female,0,no,no,29,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),98.6,2933.2,yes
female,1,yes,no,15,yes,fiber optic,no,yes,no,month-to-month,electronic check,83.05,1258.3,yes
female,0,yes,yes,4,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.95,82.9,no
female,0,yes,no,72,yes,fiber optic,no,yes,yes,one year,credit card (automatic),109.15,7789.6,no
female,1,yes,no,26,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),85.7,2067.0,no
female,1,yes,no,35,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),102.05,3452.55,no
female,0,no,no,57,yes,fiber optic,no,yes,no,one year,electronic check,94.7,5468.95,no
male,0,yes,yes,28,yes,dsl,no,no,no,month-to-month,electronic check,64.4,1802.15,no
female,0,yes,no,25,yes,no,no internet service,no internet service,no internet service,one year,mailed check,26.8,733.55,no
female,0,yes,no,47,yes,dsl,yes,no,yes,one year,credit card (automatic),66.05,3021.45,no
female,0,yes,yes,57,yes,dsl,yes,yes,no,month-to-month,bank transfer (automatic),65.2,3687.85,no
male,1,yes,no,16,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),85.05,1391.15,no
male,0,no,no,5,yes,dsl,yes,no,no,month-to-month,mailed check,55.8,274.35,no
male,0,yes,no,17,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),70.4,1214.05,yes
female,1,no,no,56,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),104.75,5510.65,yes
male,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.95,1322.85,no
female,1,no,no,21,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.25,1973.75,yes
female,0,yes,yes,48,no,dsl,yes,no,no,one year,credit card (automatic),45.0,2196.3,no
female,0,yes,no,68,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),114.9,7843.55,no
female,0,no,no,30,yes,fiber optic,yes,yes,yes,month-to-month,bank transfer (automatic),106.4,3211.9,no
female,0,yes,no,3,yes,dsl,no,no,no,month-to-month,mailed check,46.1,130.15,no
female,1,no,no,14,no,dsl,yes,yes,no,two year,mailed check,39.7,692.35,no
female,0,no,yes,4,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.05,85.5,no
female,0,yes,yes,71,yes,fiber optic,no,no,no,two year,credit card (automatic),95.75,6849.4,no
male,0,yes,yes,8,yes,no,no internet service,no internet service,no internet service,one year,mailed check,24.4,203.95,no
male,0,yes,yes,61,no,dsl,yes,no,no,month-to-month,bank transfer (automatic),33.6,2117.2,no
male,0,yes,yes,72,yes,fiber optic,no,yes,no,two year,bank transfer (automatic),90.45,6565.85,no
female,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.0,424.75,no
female,0,no,no,49,yes,dsl,yes,yes,no,two year,bank transfer (automatic),67.4,3306.85,no
male,0,no,no,8,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.7,168.9,no
male,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,80.35,253.8,no
male,0,yes,yes,9,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.6,197.4,no
male,0,yes,yes,67,yes,dsl,yes,no,no,two year,bank transfer (automatic),54.2,3838.2,no
male,0,no,no,46,yes,dsl,no,no,no,month-to-month,credit card (automatic),45.2,2065.15,no
female,0,yes,no,67,yes,dsl,yes,no,no,one year,mailed check,75.1,5064.45,no
female,0,yes,no,55,yes,no,no internet service,no internet service,no internet service,one year,electronic check,19.7,1140.05,no
male,0,yes,no,33,yes,dsl,yes,no,yes,month-to-month,bank transfer (automatic),72.75,2447.45,no
male,0,yes,yes,62,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.05,1263.9,no
female,0,no,yes,1,yes,dsl,no,no,no,month-to-month,mailed check,45.95,45.95,yes
male,0,yes,yes,49,no,dsl,yes,no,no,month-to-month,electronic check,39.2,1838.15,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,44.75,44.75,no
male,0,yes,no,14,yes,fiber optic,no,no,no,month-to-month,electronic check,82.65,1185.0,no
male,1,no,no,18,yes,fiber optic,no,yes,yes,month-to-month,bank transfer (automatic),93.9,1743.9,no
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,70.15,70.15,yes
female,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),85.55,85.55,yes
female,0,yes,no,72,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),117.15,8529.5,no
male,0,no,no,64,yes,fiber optic,yes,yes,no,two year,credit card (automatic),99.25,6549.45,no
male,0,yes,no,69,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),112.55,7806.5,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,25.7,25.7,no
male,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,credit card (automatic),90.3,6287.3,no
female,0,yes,yes,66,yes,dsl,no,yes,no,one year,credit card (automatic),49.4,3251.85,no
male,0,no,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.4,50.6,no
female,1,yes,no,71,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),109.7,7904.25,no
male,0,no,no,11,yes,dsl,no,no,yes,one year,electronic check,61.25,729.95,no
male,0,no,yes,47,yes,dsl,yes,no,no,month-to-month,electronic check,55.3,2654.05,no
female,0,yes,no,35,yes,fiber optic,no,no,no,month-to-month,electronic check,70.3,2416.55,yes
male,1,yes,no,32,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),106.35,3520.75,yes
male,0,yes,yes,60,yes,fiber optic,no,yes,yes,month-to-month,bank transfer (automatic),103.75,5969.95,no
male,0,no,no,11,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.5,226.8,no
female,0,no,no,29,no,dsl,yes,yes,no,one year,credit card (automatic),39.5,1082.75,no
male,0,yes,yes,21,no,dsl,no,no,no,month-to-month,electronic check,26.05,565.75,no
male,1,yes,no,48,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),91.05,4370.75,no
female,0,no,yes,3,no,dsl,no,no,no,month-to-month,mailed check,29.65,90.05,no
female,0,yes,yes,43,yes,dsl,no,no,no,month-to-month,mailed check,50.2,2169.4,no
male,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,electronic check,105.3,550.6,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,55.45,55.45,no
male,0,yes,yes,71,yes,dsl,yes,yes,yes,one year,electronic check,85.45,6300.85,no
female,0,yes,yes,8,yes,no,no internet service,no internet service,no internet service,one year,electronic check,19.8,160.05,no
male,0,no,no,8,yes,dsl,no,no,yes,month-to-month,electronic check,59.25,436.6,no
male,0,no,no,20,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),90.7,1781.35,no
female,0,yes,yes,33,yes,fiber optic,yes,no,yes,one year,mailed check,103.7,3467.0,yes
male,0,no,no,71,yes,fiber optic,no,no,no,one year,credit card (automatic),79.05,5552.5,no
female,1,yes,no,31,yes,fiber optic,no,no,yes,one year,electronic check,90.7,2835.5,no
female,1,yes,no,38,yes,fiber optic,yes,no,no,one year,credit card (automatic),95.0,3591.25,no
male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,88.35,88.35,yes
female,0,yes,yes,2,no,dsl,no,no,no,month-to-month,mailed check,30.25,63.75,no
female,0,yes,no,12,no,dsl,no,no,yes,month-to-month,bank transfer (automatic),49.85,617.15,no
female,0,no,yes,9,yes,fiber optic,yes,yes,no,month-to-month,bank transfer (automatic),93.0,870.25,no
male,1,no,yes,11,yes,dsl,no,yes,no,month-to-month,electronic check,54.55,601.25,no
male,0,no,yes,6,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.7,111.65,no
female,0,yes,no,71,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),84.8,6046.1,no
female,0,yes,yes,42,yes,fiber optic,yes,no,yes,one year,credit card (automatic),94.45,3923.8,no
female,0,yes,yes,8,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.2,777.3,yes
female,0,no,no,5,yes,fiber optic,no,no,yes,month-to-month,electronic check,96.25,512.45,yes
female,0,yes,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,70.7,141.45,yes
female,0,yes,yes,45,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.85,892.15,no
male,0,yes,yes,28,no,dsl,no,yes,yes,one year,credit card (automatic),60.0,1682.05,no
female,0,yes,no,43,yes,fiber optic,no,no,no,month-to-month,electronic check,80.45,3398.9,no
male,0,no,yes,60,yes,dsl,yes,yes,yes,two year,electronic check,84.95,4984.85,no
female,0,yes,no,42,no,dsl,no,yes,no,one year,mailed check,33.55,1445.3,yes
male,0,yes,yes,7,no,dsl,yes,yes,no,two year,credit card (automatic),49.65,305.55,no
female,0,yes,no,25,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.2,507.9,no
female,1,yes,yes,40,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),94.55,3640.45,yes
male,0,no,no,27,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),100.5,2673.45,no
male,0,no,no,10,no,dsl,no,yes,no,month-to-month,electronic check,35.75,389.8,no
female,1,no,no,27,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),86.45,2401.05,no
female,0,no,no,11,yes,dsl,no,yes,no,one year,bank transfer (automatic),53.8,651.55,no
male,0,yes,yes,4,no,dsl,yes,no,yes,month-to-month,credit card (automatic),38.55,156.1,no
male,0,no,no,68,no,dsl,no,no,no,month-to-month,bank transfer (automatic),39.9,2796.35,no
male,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,70.05,70.05,no
female,0,no,no,18,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.1,407.05,no
female,0,no,no,57,yes,fiber optic,yes,no,yes,two year,bank transfer (automatic),112.95,6465.0,yes
male,0,no,no,26,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.3,511.25,no
female,0,yes,no,17,no,dsl,no,no,no,month-to-month,credit card (automatic),35.65,646.05,no
male,0,no,no,1,no,dsl,no,no,no,month-to-month,electronic check,35.9,35.9,yes
male,0,no,yes,38,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),99.25,3777.15,yes
male,1,yes,no,59,yes,fiber optic,yes,no,no,one year,credit card (automatic),82.95,4903.15,no
male,0,no,no,30,yes,dsl,yes,no,no,two year,mailed check,55.65,1653.85,no
male,1,no,no,2,no,dsl,no,no,no,month-to-month,mailed check,24.45,47.5,yes
female,1,yes,no,50,yes,no,no internet service,no internet service,no internet service,one year,electronic check,25.2,1306.3,no
male,0,no,no,9,no,dsl,yes,yes,no,one year,mailed check,50.8,463.6,no
female,0,yes,yes,3,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,60.65,no
female,0,no,yes,14,yes,dsl,no,no,yes,month-to-month,credit card (automatic),59.8,824.85,no
female,1,no,no,31,yes,fiber optic,yes,no,no,month-to-month,credit card (automatic),73.55,2094.65,no
female,0,no,no,7,yes,dsl,yes,no,no,month-to-month,electronic check,61.4,438.9,no
female,0,no,no,8,yes,fiber optic,yes,yes,yes,month-to-month,bank transfer (automatic),103.35,847.3,yes
male,0,yes,yes,17,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.9,329.75,no
male,0,yes,yes,32,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.45,674.55,no
female,1,no,no,2,yes,fiber optic,no,no,yes,month-to-month,mailed check,81.5,162.55,no
male,1,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.8,546.95,yes
female,0,yes,yes,72,yes,fiber optic,yes,no,yes,two year,credit card (automatic),109.55,7887.25,no
female,1,no,no,31,yes,fiber optic,no,no,yes,month-to-month,electronic check,99.95,3186.65,yes
female,0,yes,yes,27,yes,fiber optic,yes,no,no,month-to-month,mailed check,74.4,1972.35,no
female,0,no,no,18,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),90.0,1527.35,yes
male,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,electronic check,74.9,490.55,no
female,1,no,no,14,yes,fiber optic,no,no,yes,month-to-month,electronic check,104.85,1531.4,yes
male,0,yes,yes,11,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),59.65,683.25,no
female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),110.45,8058.85,no
male,0,yes,yes,28,yes,fiber optic,yes,no,yes,one year,electronic check,106.1,2847.4,yes
male,1,no,no,15,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),74.2,1133.9,yes
female,1,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,74.45,294.45,no
female,0,no,no,71,yes,no,no internet service,no internet service,no internet service,two year,electronic check,24.55,1719.15,no
female,0,no,no,5,yes,fiber optic,no,yes,no,month-to-month,electronic check,89.35,461.7,yes
